"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Fiji","FJI","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.989795911368608","0.990369350346329","0.990369350346329","0.990369561984992","0.990369541408698","0.990369540646613","0.990369540646613","",
"Francia","FRA","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.0807183526812","33.2074996806332","33.2074996806332","35.0387361906798","36.1682908184624","36.3933676166271","36.6481015757199","",
"Islas Feroe","FRO","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0234924730862025","0.0233716786944293","0.0233716786944293","0.0233716407259393","0.0233716407259393","0.0233716409049295","0.0233716409049295","",
"Micronesia (Estados Federados de)","FSM","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0187205363154838","0.0157814365656374","0.0157814365656374","0.0157814366656381","0.0157814366656381","0.0157814366690901","0.0157814366690901","",
"Gabón","GAB","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0754505026703","25.1293640958956","25.1293640958956","25.1293504740264","25.1293504740264","25.1293504740264","25.1293504740264","",
"Reino Unido","GBR","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.2620645199521","28.8252338951318","28.8252338951318","29.0475662393434","40.2872308481291","40.2872308481291","39.9333390850154","",
"Georgia","GEO","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.44104820465337","6.44294931342771","6.44294931342771","7.16393215723417","7.16393215723417","7.1639321571265","8.53576812137833","",
"Ghana","GHA","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.79423860912041","7.79471942096576","7.79471942096576","7.78745727738226","7.684619022056","7.68461902209882","7.68461902209882","",
"Gibraltar","GIB","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1275909719024","13.1593352299108","13.1593352299108","13.1670343918033","0.0807366207150379","0.0807365564632589","0","",
"Guinea","GIN","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3673260076547","24.7992849458716","24.7992849458716","24.7992653104487","24.9238970619479","26.1257586943211","26.1257586943211","",
"Gambia","GMB","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.36702543622438","1.36615407157188","1.36615407157188","1.36617311171819","2.888373660293","2.88837365820367","2.88837365820367","",
"Guinea-Bissau","GNB","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6202197089003","11.6199334552951","11.6199334552951","11.6199641739367","13.1850772760345","13.1850772760345","13.3744316602384","",
"Guinea Ecuatorial","GNQ","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.76532601049951","1.76531204067703","1.76531204067703","1.76530985155911","1.76530985155911","1.76530985161837","1.76530985161837","",
"Grecia","GRC","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.56334528515359","11.0283505287585","11.0283505287585","11.0283425069866","11.0283414195877","11.0283473269382","11.0283414195877","",
"Granada","GRD","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.172574854343071","0.222068705409949","0.222068705409949","0.222072743161074","0.230334125000991","0.230334127101904","0.230334127101904","",
"Groenlandia","GRL","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.3599788850636","22.3782828633614","22.3782828633614","22.3600065585488","22.3556135694962","22.5878957611544","22.3556136057078","",
"Guatemala","GTM","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.7067397650122","10.121112637184","10.121112637184","10.1217797671802","10.1066645021865","10.1066645021426","10.1066645021426","",
"Guam","GUM","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0694251938612372","0.071134098908744","0.071134098908744","0.0711340795628722","0.0255943672763786","0.032084829131214","0.032084829131214","",
"Guyana","GUY","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.30607683828947","5.30607734786502","5.30607734786502","5.16456814461648","5.16456814461648","5.16456814462223","5.16456814462223","",
"Ingreso alto","HIC","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.1474423453285","18.9945330081916","18.9945244068781","19.6234372868078","19.7049615425734","17.5171548270085","","",
"Hong Kong, Región Administrativa Especial","HKG","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.9047619047619","48.9255047485728","48.9255047485728","48.9255047627468","48.9255047627468","48.9255047527693","48.9255047527693","",
"Honduras","HND","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4289336910491","10.8637009278591","10.8637009278591","10.8636952746774","10.9936151769151","10.9936151769151","10.9936151769151","",
"Países pobres muy endeudados (PPME)","HPC","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3371828231932","14.9657848150208","14.9657803703823","15.0632620856077","14.7956694290226","14.9557169888468","","",
"Croacia","HRV","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.5064099082696","23.5817265852557","23.5817265852557","23.5841546000944","23.8588362898636","23.8566803569306","23.9317678381955","",
"Haití","HTI","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.270169622711773","0.353092294045252","0.353092294045252","2.49060300238028","2.49060300238028","2.76607525267894","2.76607525267894","",
"Hungría","HUN","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6019271546287","22.5975581595624","22.5975581595624","22.5987840008376","22.5973729471338","22.6009573063341","22.6009046343251","",
"Sólo BIRF","IBD","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3029746458225","12.6710705693727","12.6710733756852","12.9226284788025","13.2550082883635","13.6881054533209","","",
"BIRF y la AIF","IBT","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.597756605875","12.7255957617677","12.7256282734152","12.9267923727886","13.1708570817955","13.5217226166722","","",
"total de la AIF","IDA","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4360193695205","12.8846065487465","12.8847281922434","12.9389519733057","12.9312404915943","13.0456958080486","","",
"mezcla de la AIF","IDB","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2571507372562","12.2647625219724","12.2647625219724","12.3315715344387","12.3073410484398","12.3099378621189","","",
"Indonesia","IDN","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.06335901930066","5.26823344567267","5.26823344567267","5.26823969424399","5.26844355421237","5.26844355421237","5.26844355421237","",
"Sólo AIF","IDX","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4736792155597","13.0191601069487","13.0193108089515","13.0708026250888","13.0625999136707","13.2015012990652","","",
"Isla de Man","IMN","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.29405702507729","4.22910719476977","4.22910719476977","77.4911840508995","77.4911792417753","77.4911793362403","77.4911793362403","",
"India","IND","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.47930598498439","3.47930689489956","3.47930689489956","3.4793065712489","3.4793065712489","4.39560904389773","4.39560904389773","",
"No clasificado","INX","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irlanda","IRL","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.04293371670989","4.04223100626643","4.04223100626643","4.0418745023801","4.0411469032234","4.04114690523721","4.04113649784499","",
"Irán, República Islámica del","IRN","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.66655342395126","7.6665206734854","7.6665206734854","7.66652224044465","7.66652224044465","7.66652224044465","7.66652224044465","",
"Iraq","IRQ","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.54077890873295","1.53132758698647","1.53132758698647","1.53132817932326","1.53132817932326","1.53132817932326","1.53132817932326","",
"Islandia","ISL","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.42174669591443","2.50646684968118","2.50646684968118","2.6683059437106","2.75101596846239","2.80262689165403","2.86274817818378","",
"Israel","ISR","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.58173027677053","8.58271221861595","8.58271221861595","8.58270513686895","10.5390870493276","10.5390870488769","10.5390870488769","",
"Italia","ITA","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3464442429884","13.3653061047713","13.3653061047713","13.3348722756161","13.9525919902193","13.9522927482132","14.5439513188323","",
"Jamaica","JAM","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.40556650931052","1.40564285524534","1.40564285524534","1.40564013095481","1.40564013095481","1.41664031232182","1.59735643238337","",
"Jordania","JOR","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.76535777731989","1.80598714296253","1.80598714296253","3.12644717738135","4.47071857001256","4.47071856959155","4.4726104092758","",
"Japón","JPN","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.09183621347664","10.0262887092871","10.0262887092871","10.0262880741963","10.0262020412695","15.2354423763212","15.2354423763212","",
"Kazajstán","KAZ","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.18942507887438","3.21716402649566","3.21716402649566","3.21716404158976","11.7370426759766","11.7370426759766","11.7370426759766","",
"Kenya","KEN","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5050213796236","10.5050828924669","10.5050828924669","10.5050926872718","10.5478452504169","10.5478452504455","10.3488497461737","",
"Kirguistán","KGZ","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.51440059612817","6.7026929831278","6.7026929831278","6.70269298307359","6.70567250331886","6.70567250331886","6.70567250331886","",
"Camboya","KHM","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.6492772839727","20.649495414341","20.649495414341","20.6495087029123","31.7682744961563","31.7682744960261","31.7682744960261","",
"Kiribati","KIR","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8173045605077","11.8210466833858","11.8210466833858","11.8210452735473","11.8210452735473","11.8183111046451","11.8183111046451","",
"Saint Kitts y Nevis","KNA","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.246826850964049","0.250803474209924","0.250803474209924","4.46399140455671","4.46399140455671","4.46399141215136","4.46399141215136","",
"Corea, República de","KOR","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.88526952835922","3.99024573773508","3.99024573773508","5.54605195130945","5.809074998156","5.86193513145444","5.86193513145444","",
"Kuwait","KWT","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9982704332786","10.9989577458097","10.9989577458097","10.7165091121995","10.7165091121995","10.7165091104939","10.7165091141497","",
"América Latina y el Caribe (excluido altos ingresos)","LAC","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.7303692373613","21.2448179809832","21.2448176766834","21.5338331799223","21.8913247770503","21.9298462119502","","",
"República Democrática Popular Lao","LAO","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6822252710073","16.6822056274146","16.6822056274146","16.6822056164904","18.6875605839355","18.6875605839355","18.6875605839355","",
"Líbano","LBN","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.04234132124352","1.04272663197996","1.04272663197996","1.0427322239099","1.0427322239099","0.805384038055641","0.805384038055641","",
"Liberia","LBR","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.773224088935579","1.21108630778072","1.21108630778072","1.21108742959339","1.211495851313","1.21156129347978","1.21156129347978","",
"Libia","LBY","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.288612427087619","0.28857344034883","0.28857344034883","0.288573394451773","0.219745071228895","0.219745071228895","0.219745071228895","",
"Santa Lucía","LCA","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.93310098500859","0.931020062296175","0.931020062296175","0.931002346174182","0.931002346174182","0.931002347780844","0.931002347780844","",
"América Latina y el Caribe","LCN","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3108412499987","21.7431481408484","21.7431478444305","22.3878821922886","22.8463960105081","22.9261678253818","","",
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2265896812716","12.7808467552595","12.7809954110835","12.8356307235995","12.8688975343016","13.0091169115352","","",
"Países de ingreso bajo","LIC","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7468394320038","11.4178266980008","11.4178222831877","11.3491377433471","11.2764990342537","11.4256171691398","","",
"Liechtenstein","LIE","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.4895272292041","11.9351041815516","11.9351041815516","42.1869665322791","42.6322757825489","42.6322758723347","42.6322758783204","",
"Sri Lanka","LKA","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.37879848480939","3.37864252327298","3.37864252327298","3.37864224354659","3.37864224354659","3.37864224349665","3.37864224349665","",
"Países de ingreso mediano bajo","LMC","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.727476032017","11.7654420923036","11.7655456158107","11.8661944865261","11.5451883681178","11.8686732619065","","",
"Ingreso mediano y bajo","LMY","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2360289045549","12.2805146949778","12.2805433250732","12.4027637209602","12.6273585715975","12.9771694178026","","",
"Lesotho","LSO","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.259058862108542","0.261388681242792","0.261388681242792","0.261388681044482","0.503159348571331","0.503159347915486","0.503159347915486","",
"avanzada del dividendo demográfico","LTE","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3835854260946","13.9791563902781","13.9791701226793","14.1932947633257","14.7826596625441","15.1524871653426","","",
"Lituania","LTU","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.33919590185","17.7642086947157","17.7642086947157","17.7738441062069","17.7844888535105","17.7848347056653","17.8125153981401","",
"Luxemburgo","LUX","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.2692174714763","40.8727413785501","40.8727413785501","51.1827218132105","51.2104210993585","51.3411121272282","55.8024476992907","",
"Letonia","LVA","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5098922163384","17.5110476673142","17.5110476673142","17.5161953713112","17.5263004980701","17.527004972721","17.5203376660668","",
"Región Administrativa Especial de Macao, China","MAC","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isla de San Martín (parte francesa)","MAF","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.3513250022157","91.9870071870023","91.9870071870023","92.0080209956771","92.0079659581122","92.007954608675","92.0079554622448","",
"Marruecos","MAR","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5463660614773","18.446888209998","18.446888209998","18.4468772176732","2.82208758511061","1.58449768865645","1.58449768865645","",
"Mónaco","MCO","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7200839748076","99.459571201349","99.459571201349","99.3829068139005","99.3829068139005","99.2134221126787","99.2134221126787","",
"República de Moldova","MDA","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.15147892756405","4.1505345485515","4.1505345485515","4.15053454969766","4.15053454969766","11.4305803979526","11.4305803979526","",
"Madagascar","MDG","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.97284875372353","2.34594786584438","2.34594786584438","2.34594806267579","3.0845716307135","3.0845716307135","3.0845716307135","",
"Maldivas","MDV","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0490018209813872","0.0518873782696889","0.0518873782696889","0.0518873787521741","0.0683315876301994","0.0683315875771864","0.0683315875771864","",
"Oriente Medio y Norte de África","MEA","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5481590257174","5.69039845136893","5.69039845136894","5.70175049890571","4.53544349089834","4.50026271946525","","",
"México","MEX","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.75214757032193","19.0562399200344","19.0562399200344","18.9098509837237","18.9098489513212","18.9098489513212","18.9510303085875","",
"Islas Marshall","MHL","Áreas protegidas terrestres y marinas (% del total de la superficie territorial)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.270441582922218","0.270441119827786","0.270441119827786","0.270441084213406","0.270441084213406","0.270441084218892","0.270441084218892","",
